위도	경도	도시크기	도시점수	이름	국가	권역	대유행	리셋시간	기후	여관	암시장	교역품	조선소	도구점	운하
815.1353711	988.0933384	town1	4	덴헬데르	영지	북해	북해	0:15	북반구	야코프 발바커,알프레드 로우,빌럼 얀손,얀 피터손 쿤,요하네스 구텐베르크,페트뤼스 플란시우스,리차드 빙엄,피터르 제라뒤스,아나 루머르스 피스허르,아나 얀선스,타네커 스코닝스,게오르크 폰슈파이어,자크 브룸,야코프 판넥 	-	-	-	-	X
804.4422633	968.2059601	town1	4	도버	영지	북해	북해	0:15	북반구	알프레드 로우,조지 앤슨,필리푸스 파라켈수스,앤 불린,알로이지 조반니,루이스 스콧,윌리엄 윈터,존 롤프,아나 루머르스 피스허르,엘리자베스 바튼,로버트 와일드,빅터 러셀,월터 로런스,윌리엄 클라이브 	-	-	-	-	X
810.838019	967.1747556	town3	6	런던	본거지	북해	북해	0:15	북반구	프랜시스 드레이크,호레이쇼 넬슨,존 호킨스,마르거리트 드발루아,바바라 팔머,존 바이런,휴 윌로비,레베카 카틀란드,로레다나 마르첼로,앤 불린,케빈 피셔,찰스 베인,윌리엄 윈터,가스파르 데케사다,윌리엄 셰익스피어,알렉산더 셀커크,도리테 니버스,율리스 하위헌스,아나 얀선스,타네커 스코닝스,엘리자베스 바튼,시도니아 폰보르크,이사벨라 휘트니,에스테반 페론,발보아 오리드,월터 로런스,윌리엄 클라이브,페드로 나바로,로버트 아마다스, 에르네스트 로페스, 그레이스 오말리, 옷토 스피노라, 엘리자베스 비제 르 브룅, 파우라, 로이드 스탓텐, 마슈 로이, 도날 나피오파, 후안 바스케스	-	-	-	-	X
820.0838259	1002.854192	town2	9	브레멘	자유항	북해	북해	0:45	북반구	마리아 마가레타 키르히,마리아 지빌라 메리안,필리푸스 파라켈수스,알브레히트 발렌슈타인,요하네스 케플러,잉엘라 가텐히엘름,케빈 피셔,미겔 코르트 헤알,가스파르 데케사다,요하네스 구텐베르크,마르틴 루터,야콥 푸거,리차드 빙엄,잔 드샹탈,카타리나 헤노트,암브로지우스 에힝어,게오르크 폰슈파이어,안나 오커히엘름,아그네스 베르나우어 	-	-	-	-	X
802.6749045	980.8454939	town2	6	앤트워프	영지	북해	북해	0:15	북반구	야코프 발바커,필럼 헤인,바바라 팔머,헨드릭 하멜,빌럼 얀손,얀 피터손 쿤,마르틴 베하임,리차드 빙엄,피터르 제라뒤스,아나 루머르스 피스허르,율리스 하위헌스,아나 얀선스,타네커 스코닝스,케나우 하셀라르,앤서니 셜리,휘호 올잭,자크 브룸,율리안 페르메이르,야코프 판넥 , 옷토 스피노라, 마슈 로이, 후안 바스케스	-	-	-	-	X
810.9009571	991.6583386	town3	6	암스테르담	본거지	북해	북해	0:15	북반구	야코프 발바커,필럼 헤인,마리아 지빌라 메리안,케빈 피셔,빌럼 얀손,얀 피터손 쿤,가스파르 데케사다,리차드 빙엄,피터르 제라뒤스,아나 루머르스 피스허르,아나 얀선스,타네커 스코닝스,휘호 올잭,자크 브룸,율리안 페르메이르,페드로 나바로,야코프 판넥 , 에르네스트 로페스, 마리벨, 유지, 파우라, 로이드 스탓텐	-	-	-	-	X
845.5559982	947.7587962	town2	9	에든버러	자유항	북해	북해	0:15	북반구	알프레드 로우,메리 스튜어트,휴 윌로비,레베카 카틀란드,윌리엄 윈터,알렉산더 셀커크,율리스 하위헌스,귀도 벤조,자크 브룸,빅터 러셀,월터 로런스,윌리엄 클라이브,후안 세티안 엘카노,아그네스 베르나우어 , 사이이다 알 후라, 아흐메드 알 와타시, 안토니오 피가페타, 셰르 샤, 크리스티나 닐스도테르, 후안 세바스티안 엘카노	-	-	-	-	X
798.1682781	970.4156688	town2	6	칼레	영지	북해	북해	0:15	북반구	루크레치아 보르자,샤를 달타냥,루이스 부르주아,샤를로트 코르데,안 도트리슈,프랑수아 르클레르,자크 카르티에,소포니스바 앙귀솔라,발보아 오리드,율리안 페르메이르,로런스 에드워드,페드로 나바로,미켈레토 코렐라,니콜라스 플라멜,아녜스 소렐 , 사이이다 알 후라, 아흐메드 알 와타시, 안토니오 피가페타, 셰르 샤, 크리스티나 닐스도테르	-	-	-	-	X
824.060281	1010.98592	town3	10	함부르크	자유항	북해	북해	0:30	북반구	마리아 마가레타 키르히,마르거리트 드발루아,알브레히트 발렌슈타인,요하네스 케플러,로레다나 마르첼로,잉엘라 가텐히엘름,케빈 피셔,가스파르 데케사다,요하네스 구텐베르크,마르틴 루터,야콥 푸거,리차드 빙엄,도리테 니버스,카타리나 헤노트,암브로지우스 에힝어,게오르크 폰슈파이어,모리스 레이든,한스 슈타덴,요한 할레르,로버트 아마다스,아그네스 베르나우어 , 누이 호쿠, 그레이스 오말리, 살바도르 레이스, 호레스 디스탈디, 라 이카이카, 나니 마히나, 도날 나피오파, 리오노 아반츄라	-	-	-	-	X
819.4652662	995.871513	town1	4	그로닝겐	영지	북해	북해	0:15	북반구	야코프 발바커,마리아 마가레타 키르히,필럼 헤인,마리아 지빌라 메리안,필리푸스 파라켈수스,앤 불린,얀 피터손 쿤,마르틴 루터,리차드 빙엄,피터르 제라뒤스,아나 루머르스 피스허르,아나 얀선스,타네커 스코닝스,암브로지우스 에힝어,자크 브룸,야코프 판넥 	-	-	-	-	X
573.7804225	1532.978046	town1	7	롭부리	자유항	서남아시아	동남아시아	3:30	건기/우기	쩐흥다오,마르틴 발보아,로푸 드알베르가리아,두아르테 바르보사,베니토 고메스,에드먼드 하비,귀도 벤조,스미노쿠라 료이, 문순득	-	-	-	-	X
519.9212381	1546.44253	town3	10	말라카	자유항	서남아시아	동남아시아		열대	페르난도 데마가야네스,마르거리트 드발루아,이븐 바투타,로레다나 마르첼로,아폰수 안드라드,크리스티안 글로리아,디오구 드세케이라,두아르테 바르보사,주앙 세항,조르즈 드메네즈스,엔히크 드말라카,프란시스쿠 세항,도리테 니버스,율리스 하위헌스,베니토 고메스,조반니 베세리스,귀도 벤조,조르즈 알바르스,기도 데라베사리스,헨리 미들턴, 정화, 그레이스 오말리, 사이이다 알 후라, 아흐메드 알 와타시, 조르즈 드메네제스, 주만, 마환, 안토니오 피가페타, 홍보, 도날 나피오파, 호수인, 크리스티나 닐스도테르, 알제우나	-	-	-	-	X
475.6766563	1604.454753	town1	7	수라바야	자유항	서남아시아	동남아시아	4:00	건기/우기	에드먼드 길버트,존 데이비스,프란시스코 알보,미겔 로페스 데레가스피,피터르 제라뒤스,하얌 우룩,조반니 베세리스,후안 세티안 엘카노,야코프 판넥, 레온 페레로, 후안 세바스티안 엘카노	-	-	-	-	X
537.0118197	1505.194638	town1	7	아체	자유항	서남아시아	동남아시아		열대	쿠말라하야티,에드먼드 길버트,존 데이비스,엔히크 드말라카,피터르 제라뒤스,베니토 고메스,안토니우 드아브레우,기도 데라베사리스,야코프 판넥, 문순득	-	-	-	-	X
481.4731006	1570.749326	town2	9	자카르타	자유항	서남아시아	동남아시아		열대	헨드릭 하멜,에드먼드 길버트,빌럼 얀손,얀 피터손 쿤,프란시스코 알보,비라 알라케스바라,피터르 제라뒤스,하얌 우룩,조반니 베세리스,귀도 벤조,야코프 판넥, 앤 보니, 존 래컴	-	-	-	-	X
534.8550362	1518.688589	town1	7	파사이	자유항	서남아시아	동남아시아		열대	쿠말라하야티,에드먼드 길버트,존 데이비스,프란시스코 알보,엔히크 드말라카,피터르 제라뒤스,귀도 벤조,야코프 판넥, 척계광, 주화영	-	-	-	-	X
499.1462572	1560.496278	town1	7	팔렘방	자유항	서남아시아	동남아시아		열대	존 데이비스,마르틴 발보아,얀 피터손 쿤,프란시스코 알보,비라 알라케스바라,하얌 우룩,야코프 판넥, 	-	-	-	-	X
497.2022125	1573.312588	town1	7	팡칼피낭	자유항	서남아시아	동남아시아		열대	존 데이비스,얀 피터손 쿤,비라 알라케스바라,하얌 우룩,야코프 판넥,마리아 피타, 	-	-	-	-	X
560.8549053	1573.60722	town1	7	프레이노코르	자유항	서남아시아	동남아시아	3:45	열대	베르날 로욜라,쩐흥다오,페르낭 멘드스 핀투,로렌주 핀투,마르틴 발보아,서굉조,율리스 하위헌스,곤잘루 실베이라,에드먼드 하비,조반니 베세리스,장안순,프란시스코 하비에르,스미노쿠라 료이, 	-	-	-	-	X
610.6777246	1571.397505	town1	7	하노이	자유항	서남아시아	동남아시아	3:45	북반구	진양옥,베르날 로욜라,쩐흥다오,페르낭 멘드스 핀투,로렌주 핀투,서굉조,니콜라스 쿠크베커,율리스 하위헌스,베니토 고메스,곤잘루 실베이라,에드먼드 하비,조반니 베세리스,장안순,스미노쿠라 료이, 척계광, 주화영	-	-	-	-	X
768.0182814	950.616679	town2	9	낭트	자유항	서북해	북해		북반구	잔 다르크,줄리 도비니,메리 스튜어트,아르망 장 뒤플레시,샤를 달타냥,루이스 부르주아,샤를로트 코르데,안 도트리슈,마르틴 발보아,프랑수아 르클레르,가스파르 데케사다,자크 카르티에,아나 루머르스 피스허르,프란시스코 데보바디야,잔 아셰트,잔 드샹탈,율리안 페르메이르,로런스 에드워드,월터 로런스,윌리엄 클라이브,페드로 나바로,니콜라스 플라멜,아녜스 소렐, , 옷토 스피노라, 마슈 로이, 잔 아세트, 후안 바스케스	-	-	-	-	X
823.2585268	925.6027766	town2	9	더블린	자유항	서북해	북해		북반구	알프레드 로우,죽음의 신 루돌프,에드워드 잉글랜드,마르거리트 드발루아,조지 앤슨,베르날 로욜라,로레다나 마르첼로,마르틴 발보아,곤살로 피사로,윌리엄 윈터,알렉산더 셀커크,도리테 니버스,율리스 하위헌스,카타리나 헤노트,자크 브룸,로버트 와일드,월터 로런스,윌리엄 클라이브 , 그레이스 오말리, 도날 나피오파	-	-	-	-	X
758.5981243	954.9182416	town2	9	보르도	자유항	서북해	북해		북반구	야코프 발바커,잔 다르크,줄리 도비니,필리푸스 파라켈수스,샤를 달타냥,루이스 부르주아,안 도트리슈,빌럼 얀손,얀 피터손 쿤,프랑수아 르클레르,자크 카르티에,아나 루머르스 피스허르,율리스 하위헌스,잔 아셰트,잔 드샹탈,율리안 페르메이르,로런스 에드워드,페드로 나바로,판필로 데나르바에스,니콜라스 플라멜,아녜스 소렐,마리아 피타 , 조안 페레로, 로코 알렘켈, 옷토 스피노라, 유지, 엔리코 마리오네, 엘리자베스 비제 르 브룅, 마슈 로이, 잔 아세트, 후안 바스케스	-	-	-	-	X
804.0831765	936.5629317	town2	6	브리스톨	영지	서북해	북해		북반구	알프레드 로우,마르거리트 드발루아,레베카 카틀란드,로레다나 마르첼로,잉엘라 가텐히엘름,앤 불린,케빈 피셔,윌리엄 윈터,윌리엄 셰익스피어,알렉산더 셀커크,도리테 니버스,카타리나 헤노트,조반니 베세리스,자크 브룸,조셉 이스트먼,발보아 오리드,빅터 러셀,월터 로런스,윌리엄 클라이브,세찬 캐벗 , 그레이스 오말리, 도날 나피오파, 세바스찬 캐벗	-	-	-	-	X
731.9571055	911.2249315	town2	6	포르투	영지	서북해	북해		북반구	가르시아 알바레스,엔히크 드아비스,주앙 다노바,필리푸스 파라켈수스,페르낭 멘드스 핀투,로렌주 핀투,파올로 토스카넬리,디에구 소사,로푸 페레이라,윌리엄 클라이브,페드로 나바로,디에고 카바예로,안토니우 드살다냐 , 레온 페레로, 로코 알렘켈, 마리벨, 루이 코스타, 가스팔 신트라, 엔리코 마리오네, 카를로타	-	-	-	-	X
800.0655633	944.9598247	town2	6	플리머스	영지	서북해	북해		북반구	호레이쇼 넬슨,앤 불린,윌리엄 윈터,존 롤프,알렉산더 셀커크,라울 핏치,프란시스코 데보바디야,자크 브룸,로버트 와일드,월터 로런스,윌리엄 클라이브,페드로 나바로,아그네스 베르나우어 , 사이이다 알 후라, 옷토 스피노라, 아흐메드 알 와타시, 마슈 로이, 안토니오 피가페타, 셰르 샤, 크리스티나 닐스도테르, 후안 바스케스	-	-	-	-	X
745.8043279	929.4329419	town1	4	히혼	영지	서북해	북해		북반구	디에고 데아라나,카탈리나 데에라우소,마르틴 발보아,니콜라스 데오반도,페르난데스 데엔시소,발보아 오리드,후안 세티안 엘카노,판필로 데나르바에스,마리아 피타 , 조안 페레로, 로코 알렘켈, 옷토 스피노라, 카탈리나 에란초, 엔리코 마리오네, 마슈 로이, 안드레아 기지, 프랑코 사누드, 후안 세바스티안 엘카노	-	-	-	-	X
578.1742391	446.8030974	town1	7	과테말라	자유항	서아메리카	서아메리카	9:00	건기/우기	막달레나 카밀라,에스테반 오르테가,크리스티안 글로리아,페론소 아기레,안토니오 데베리오,루이스 바에스 데토레스,페드로 데멘도사,케스 데코로나도,트실라카트신,마리아 바르톨라,곤살로 데케사다,알론소 알바레스 데피네다, 바스케스 데코로나도	-	-	-	-	X
598.0573085	388.1427009	town1	7	아카풀코	자유항	서아메리카	서아메리카	8:45	건기/우기	막달레나 카밀라,알론소 데카르데나스,테쿠이치포츠 이시카쇼치친,에스테반 오르테가,니콜라스 데오반도,카베사 데바카,트실라카트신,마리아 바르톨라,후안 데그리할바, 다테 마사무네	-	-	-	-	X
710.6628387	259.9501304	town1	7	오론	자유항	서아메리카	서아메리카	8:00	북반구	레이첼 월,페론소 아기레,가스파르 코르트 헤알,우즈 로저스,알렉산더 해밀턴,트실라카트신,암브로지우스 에힝어,마르코스 데니사,디에고 카바예로, 	-	-	-	-	X
778.0326246	261.364344	town1	7	터코마	자유항	서아메리카	서아메리카	8:00	북반구	알렉산더 해밀턴, 	-	-	-	-	X
549.5373442	508.4981694	town1	7	파나마	자유항	서아메리카	서아메리카	9:30	열대	코 누녜스 데발보아,담윤현,레베카 롤프,마리 앤,루이스 바에스 데토레스,가스파르 코르트 헤알,프랑수아 르클레르,니콜라우스 페데르만,자크 카르티에,존 롤프,야스케,마르코스 데니사,디에고 카바예로, 이마이 사키, 바스코 누녜스 데발보아, 시오미 후우키치, 다나카 소스케, 이마이 소큐	-	-	-	-	O
526.7300436	1017.526658	town1	7	두알라	자유항	서아프리카	서아프리카		건기2/우기2	아미나,하파엘 세하누,로버트 로우,시몬 세게이라,새뮤얼 버지스,마르틴 베하임,주앙 곤살베스 자르쿠,두아르트 페레이라,마누엘 페레스트렐루,페르낭 고메스 다미나,디오구 캉,안토니우 드살다냐 	-	-	-	-	X
650.2789699	869.4172485	town1	7	라스팔마스	자유항	서아프리카	서아프리카		북반구	에드워드 로우,크리스토발 콜론,하코보 포르툰데,디오구 파군드스,시난 파샤,하산 파샤,살리흐 레이스,아메리고 베스푸치,니콜라스 쿠크베커,카시드,프란시스코 데헤레스,루도비코 데바르테마,슈무엘 베일라시, , 피라리	-	-	-	-	X
575.9221731	865.7343988	town1	7	배서스트	자유항	서아프리카	서아프리카		건기2/우기2	토마스 튜,베르날 로욜라,후안 데라 코사,주앙 곤살베스 자르쿠,알비세 카다모스토,페르낭 고메스 다미나,이스테방 고메스,안토니우 드살다냐 , 마리벨, 피라리	-	-	-	-	X
540.9569845	989.772717	town1	7	베냉	자유항	서아프리카	서아프리카		건기2/우기2	아미나,하파엘 세하누,로버트 로우,시몬 세게이라,새뮤얼 버지스,페루 다코빌량,마르틴 베하임,알비세 카다모스토,두아르트 페레이라,마누엘 페레스트렐루,디오구 캉,안토니우 드살다냐 	-	-	-	-	X
567.7373838	870.2422046	town1	7	비사우	자유항	서아프리카	서아프리카		건기2/우기2	토마스 튜,엔히크 드아비스,후안 데라 코사,주앙 곤살베스 자르쿠,알비세 카다모스토,페르낭 고메스 다미나,디오구 캉,이스테방 고메스 	-	-	-	-	X
509.2925026	998.4937078	town1	7	상투메	자유항	서아프리카	서아프리카		건기2/우기2	후안 데라 코사,주앙 곤살베스 자르쿠,알비세 카다모스토,두아르트 페레이라,페르낭 고메스 다미나,이스테방 고메스 , 앤 보니, 존 래컴	-	-	-	-	X
550.946047	885.8280201	town1	7	시에라리온	자유항	서아프리카	서아프리카		건기2/우기2	아미나,에드워드 잉글랜드,디오구 파군드스,주앙 곤살베스 자르쿠,알비세 카다모스토,곤살로 데케사다,페르낭 고메스 다미나,이스테방 고메스, 	-	-	-	-	X
611.0867685	866.8539918	town1	7	아르긴	자유항	서아프리카	서아프리카		북반구	디오구 파군드스,페론소 아기레,알리 알 만드리,하산 파샤,살리흐 레이스,카시드,디에구 소사,프란시스코 데헤레스,루도비코 데바르테마,슈무엘 베일라시	-	-	-	-	X
536.0421731	937.6825138	town2	9	아비장	자유항	서아프리카	서아프리카		우기/건기	아미나,에드워드 잉글랜드,하파엘 세하누,로푸 드알베르가리아,페루 다코빌량,주앙 곤살베스 자르쿠,알비세 카다모스토,살림 괴브데,페르낭 고메스 다미나,이스테방 고메스 	-	-	-	-	X
534.948119	954.7709313	town2	9	엘미나	자유항	서아프리카	서아프리카		우기/건기	아미나,에드워드 잉글랜드,안토니오 데베리오,페루 다코빌량,주앙 곤살베스 자르쿠,알비세 카다모스토,게오르크 폰슈파이어,주앙 드카스트루,곤살로 데케사다,페르낭 고메스 다미나 	-	-	-	-	X
584.5249788	942.3081743	town3	10	팀북투	자유항	서아프리카	서아프리카		북반구	아미나,디오구 파군드스,새뮤얼 버지스,페루 다코빌량,페드로 데멘도사,주앙 곤살베스 자르쿠,알비세 카다모스토,주앙 드카스트루,페르낭 고메스 다미나 , 에르네스트 로페스, 파우라, 로이드 스탓텐	-	-	-	-	X
583.4712581	813.3495751	town1	7	카보베르데	자유항	서아프리카	서아프리카		북반구	에드워드 로우,크리스토발 콜론,가르시아 알바레스,엔히크 드아비스,에스테반 오르테가,후안 데라 코사,아메리고 베스푸치,주앙 곤살베스 자르쿠,알비세 카다모스토,살림 괴브데,페르낭 고메스 다미나,이스테방 고메스,마르팅 아폰수 드소자, 유지	-	-	-	-	X
713.3823539	909.2800248	town3	6	리스본	본거지	서지중해	서지중해	0:00	북반구	크리스토발 콜론,페르난도 데마가야네스,하코보 포르툰데,쿠 다가마,알베르트,크리스티나,마르거리트 드발루아,가르시아 알바레스,엔히크 드아비스,주앙 다노바,로레다나 마르첼로,디오구 파군드스,페르낭 멘드스 핀투,로렌주 핀투,미겔 코르트 헤알,니콜라우 코엘류,마르틴 베하임,아메리고 베스푸치,도리테 니버스,앤 리치,프란시스코 데보바디야,디에구 소사,곤잘루 실베이라,발보아 오리드,월터 로런스,페드로 나바로,마르팅 아폰수 드소자,후안 케스, 레온 페레로, 알 베자스, 바스쿠 다가마, 조안 페레로, 피에트로 콘티, 그레이스 오말리, 로코 알렘켈, 가스팔 피렐리, 루이 코스타, 가스팔 신트라, 엔리코 마리오네, 카를로타, 카미로 스테파노, 앤 다우리치, 도날 나피오파, 유괴성, 자한 사림, 알제우나, 후안 바스케스	-	-	-	-	X
701.486484	938.1539219	town2	6	말라가	영지	서지중해	서지중해	0:00	북반구	하코보 포르툰데,돈 후안 데아우스트리아,아흐메트 케말레딘,안 도트리슈,페론소 아기레,후안 디아스 데솔리스,프란시스코 데보바디야,디에고 데니쿠에사,판필로 데나르바에스,후안 데그리할바,마리아 피타 	-	-	-	-	X
730.2766384	974.3047561	town2	6	바르셀로나	영지	서지중해	서지중해	0:00	북반구	하코보 포르툰데,가르시아 알바레스,돈 후안 데아우스트리아,필리푸스 파라켈수스,아나 데멘도사,안 도트리슈,미겔 데세르반테스,프란시스코 데보바디야,후안 세티안 엘카노,판필로 데나르바에스,마리아 피타 , 카탈리나 에란초, 안드레아 기지, 프랑코 사누드, 후안 세바스티안 엘카노	-	-	-	-	X
718.4356386	961.8419991	town2	6	발렌시아	영지	서지중해	서지중해	0:00	북반구	하코보 포르툰데,돈 후안 데아우스트리아,아흐메트 케말레딘,안 도트리슈,안토니오 데베리오,율리스 하위헌스,발보아 오리드,후안 세티안 엘카노,판필로 데나르바에스,후안 데그리할바,에르난도 데소토,아나 마리아 데소토,마리아 피타 , 후안 세바스티안 엘카노	-	-	-	-	X
680.4835228	779.9583282	town3	7	산타섬	자유항	서지중해	서지중해	0:00	북반구	레이첼 월,주앙 세항,얀 얀스 벨테브레이,조르즈 드메네즈스,엔히크 드말라카,알렉산더 해밀턴,장 프랑수아 드갈로,프란시스쿠 세항,디에구 소사,마누엘 페레스트렐루,얀 요스턴 판로덴스테인,디에고 데니쿠에사,헨리 미들턴,프란시스코 데헤레스, 나타샤, 마리벨, 유지, 조르즈 드메네제스, 피라리	-	-	-	-	X
701.0963735	925.0724465	town3	6	세비야	본거지	서지중해	서지중해	0:00	북반구	크리스토발 콜론,페르난도 데마가야네스,하코보 포르툰데,로베르토 에제키엘,가르시아 알바레스,디안 드푸아티에,테쿠이치포츠 이시카쇼치친,안 도트리슈,알로이지 조반니,에스테반 오르테가,니콜로 스테파노,알론소 데오헤다,페르난데스 데엔시소,니콜라우스 페데르만,카베사 데바카,아메리고 베스푸치,루이스 데토레스,디에고 알바레스 창카,베니토 고메스,발보아 오리드,후안 세티안 엘카노,판필로 데나르바에스,마리아 피타, , 에르네스트 로페스, 살바도르 레이스, 옷토 스피노라, 카탈리나 에란초, 호레스 디스탈디, 파우라, 로이드 스탓텐, 마슈 로이, 리오노 아반츄라, 안드레아 기지, 프랑코 사누드, 피라리, 후안 세바스티안 엘카노, 후안 바스케스	-	-	-	-	X
694.8300989	931.3185636	town2	13	세우타	자유항	서지중해	서지중해	0:00	북반구	오루츠 레이스,이븐 바투타,시난 파샤,윌리엄 윈터,프랑수아 르클레르,살리흐 레이스,카시드,카리나 물티알라,타네커 스코닝스,판필로 오리드,곤살로 데케사다,프란시스코 데헤레스,슈무엘 베일라시 , 조안 페레로, 로코 알렘켈, 사이이다 알 후라, 살바도르 레이스, 옷토 스피노라, 카탈리나 에란초, 호레스 디스탈디, 아흐메드 알 와타시, 엔리코 마리오네, 마슈 로이, 안토니오 피가페타, 리오노 아반츄라, 셰르 샤, 안드레아 기지, 프랑코 사누드, 크리스티나 닐스도테르, 후안 바스케스	-	-	-	-	X
703.5247853	980.7571055	town2	6	알제	영지	서지중해	서지중해	0:00	북반구	오루츠 레이스,아이든 레이스,오즈월드 레밍톤,조커 다실버,하프메트 그라니에,시난 파샤,다니엘 미르자,울루치 알리,두아르트 드메네즈스,카시드,하산 아그하,페드로 나바로,트리폰 코로베이니코프,아녜스 소렐 , 피리 레이스, 사이이다 알 후라, 살바도르 레이스, 카탈리나 에란초, 아흐메트 무히딘, 호레스 디스탈디, 아흐메드 알 와타시, 안토니오 피가페타, 페르낭 둘무, 리오노 아반츄라, 셰르 샤, 안드레아 기지, 프랑코 사누드, 크리스티나 닐스도테르	-	-	-	-	X
683.8806932	917.6478253	town1	11	카사블랑카	자유항	서지중해	서지중해	0:00	북반구	페르난도 데마가야네스,엔히크 드아비스,시난 파샤,시몬 세게이라,울루치 알리,알리 알 만드리,살리흐 레이스,카시드,카리나 물티알라,프란시스코 데헤레스,슈무엘 베일라시 	-	-	-	-	X
704.3441793	916.7344808	town1	4	파루	영지	서지중해	서지중해	0:00	북반구	호레이쇼 넬슨,가르시아 알바레스,엔히크 드아비스,알론소 데카르데나스,안 도트리슈,페르낭 멘드스 핀투,로렌주 핀투,로버트 로우,파올로 토스카넬리,디에구 소사,곤잘루 실베이라,발보아 오리드,마르팅 아폰수 드소자 , 레온 페레로, 루이 코스타, 카를로타	-	-	-	-	X
719.8494894	978.3706201	town1	4	팔마	영지	서지중해	서지중해	0:00	북반구	아흐메트 케말레딘,베르날 로욜라,카탈리나 데에라우소,안 도트리슈,니콜라스 데오반도,프란시스코 데보바디야,발보아 오리드,판필로 데나르바에스,마리아 피타 	-	-	-	-	X
700.1327421	834.2092251	town1	4	아조레스	영지	서지중해	서지중해	0:00	북반구	에드워드 로우,크리스토발 콜론,엔히크 드아비스,미겔 코르트 헤알,프란시스코 데보바디야,디에구 소사,마누엘 페레스트렐루,디에고 데니쿠에사,프란시스코 데헤레스 , 카를로타	-	-	-	-	X
668.8291893	859.8713069	town1	4	마데이라	영지	서지중해	서지중해	0:00	북반구	크리스토발 콜론,가르시아 알바레스,엔히크 드아비스,후안 데라 코사,하파엘 세하누,마르틴 베하임,주앙 곤살베스 자르쿠,디에구 소사,마누엘 페레스트렐루 , 카를로타	-	-	-	-	X
585.8924356	1384.632932	town2	9	고아	자유항	인도	중동/인도		건기2/우기2	아폰수 드알부케르크,주앙 다노바,루프마티,베르날 로욜라,뭄타즈 마할,마르틴 발보아,프란시스쿠 드알메이다,디오구 드세케이라,로푸 드알베르가리아,페트뤼스 플란시우스,두아르트 드메네즈스,비라 알라케스바라,운니야르카,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,쿠스라우 미르자,하바 카툰,그레고리오 세스페데스, , 찬드 비비, 앤 보니, 가스팔 신트라, 아이 마타, 존 래컴, 아카바 초우타, 알제우나, 타라바이	-	-	-	-	X
556.335922	1398.215271	town1	7	코친	자유항	인도	중동/인도	2:30	건기2/우기2	아폰수 드알부케르크,주앙 다노바,프란시스쿠 드알메이다,로푸 드알베르가리아,페트뤼스 플란시우스,두아르트 드메네즈스,비라 알라케스바라,운니야르카,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,쿠스라우 미르자,하바 카툰 , 타라바이	-	-	-	-	X
612.7261684	1365.599971	town1	7	디우	자유항	인도	중동/인도	2:15	건기2/우기2	아폰수 드알부케르크,루프마티,뭄타즈 마할,프란시스쿠 드알메이다,로푸 드알베르가리아,페트뤼스 플란시우스,두아르트 드메네즈스,비라 알라케스바라,운니야르카,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,쿠스라우 미르자,마르팅 아폰수 드소자,하바 카툰 , 찬드 비비, 누이 호쿠, 가스팔 신트라, 라 이카이카, 아이 마타, 나니 마히나, 기린아, 알제우나, 타라바이	-	-	-	-	X
586.8220326	1422.433679	town1	7	마실리파트남	자유항	인도	중동/인도		건기/우기	아폰수 드알부케르크,프란시스쿠 드알메이다,로푸 드알베르가리아,페트뤼스 플란시우스,두아르트 드메네즈스,비라 알라케스바라,운니야르카,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,토다르 말,하바 카툰 , 타라바이	-	-	-	-	X
564.7306606	1393.353912	town3	10	캘리컷	자유항	인도	중동/인도		건기2/우기2	마르거리트 드발루아,아폰수 드알부케르크,루프마티,이븐 바투타,로레다나 마르첼로,존 데이비스,마르틴 발보아,프란시스쿠 드알메이다,로푸 드알베르가리아,페트뤼스 플란시우스,두아르트 드메네즈스,비라 알라케스바라,도리테 니버스,고스와미 툴시다스,운니야르카,세페르 레이스,조반니 베세리스,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,하바 카툰, 김만덕, 다테 마사무네, 레온 페레로, 찬드 비비, 밀란다 베르테, 에르네스트 로페스, 그레이스 오말리, 김흥도, 백동수, 아이 마타, 엘리자베스 비제 르 브룅, 주만, 파우라, 로이드 스탓텐, 마환, 카츄아파, 기린아, 도날 나피오파, 아카바 초우타, 이초, 알제우나, 타라바이	-	-	-	-	X
544.6716309	1417.925873	town1	7	실론	자유항	인도	중동/인도		열대	아폰수 드알부케르크,주앙 다노바,담윤현,레베카 롤프,프란시스쿠 드알메이다,로푸 드알베르가리아,두아르트 드메네즈스,야스케,비라 알라케스바라,운니야르카,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,하바 카툰 , 이마이 사키, 시오미 후우키치, 다나카 소스케, 이마이 소큐, 타라바이	-	-	-	-	X
619.1638904	1467.835823	town1	7	캘커타	자유항	인도	중동/인도	3:00	건기/우기	아폰수 드알부케르크,뭄타즈 마할,프란시스쿠 드알메이다,로푸 드알베르가리아,두아르트 드메네즈스,비라 알라케스바라,운니야르카,에드먼드 하비,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,하바 카툰, 왕경홍, 알제우나, 타라바이	-	-	-	-	X
